facility_accident_id,accident_id,facility_id,date_of_accident,time_accident_began,release_duration,naics_code
100000085052_1,Accident 1,100000085052,August 2019,14:30,000 Hours 04 Minutes,32518
100000115029_1,Accident 1,100000115029,September 2012,08:12,000 Hours 15 Minutes,56221
100000140643_1,Accident 1,100000140643,October 2000,17:05,005 Hours 55 Minutes,22132
100000167829_1,Accident 1,100000167829,October 2017,14:00,000 Hours 01 Minutes,333515
100000182027_1,Accident 1,100000182027,October 2012,23:00,004 Hours 00 Minutes,311352
100000189397_1,Accident 1,100000189397,December 2022,11:10,046 Hours 00 Minutes,311611
100000195629_1,Accident 1,100000195629,April 2018,08:40,003 Hours 23 Minutes,312113
100000033983_1,Accident 1,100000033983,May 2005,09:00,000 Hours 20 Minutes,42491
100000053899_1,Accident 1,100000053899,November 2013,08:55,000 Hours 35 Minutes,56221
100000053899_2,Accident 2,100000053899,April 2012,08:00,005 Hours 00 Minutes,56221
100000113432_1,Accident 1,100000113432,March 2018,10:00,000 Hours 01 Minutes,22131
100000153601_1,Accident 1,100000153601,March 2015,11:00,001 Hours 00 Minutes,32615
100000226659_1,Accident 1,100000226659,October 2023,00:25,001 Hours 00 Minutes,31199
100000226659_2,Accident 2,100000226659,April 2023,10:15,000 Hours 15 Minutes,31199
100000226659_3,Accident 3,100000226659,March 2023,17:40,000 Hours 20 Minutes,31199
100000226659_4,Accident 4,100000226659,February 2021,08:30,000 Hours 30 Minutes,31199
100000058386_1,Accident 1,100000058386,November 1997,16:50,000 Hours 10 Minutes,325181
100000062291_1,Accident 1,100000062291,March 2015,16:00,000 Hours 20 Minutes,311411
100000062647_1,Accident 1,100000062647,April 2010,23:30,000 Hours 05 Minutes,32211
100000062647_2,Accident 2,100000062647,May 2005,11:30,001 Hours 00 Minutes,32211
100000085203_1,Accident 1,100000085203,January 2022,12:15,000 Hours 10 Minutes,325211
100000100874_1,Accident 1,100000100874,September 2023,22:10,000 Hours 12 Minutes,32211
100000130299_1,Accident 1,100000130299,September 2004,07:30,000 Hours 01 Minutes,22132
100000130299_2,Accident 2,100000130299,August 2004,08:20,000 Hours 01 Minutes,22132
100000130299_3,Accident 3,100000130299,September 2003,09:20,000 Hours 01 Minutes,22132
100000130299_4,Accident 4,100000130299,August 2001,09:10,000 Hours 01 Minutes,22132
100000005013_1,Accident 1,100000005013,April 2012,03:00,001 Hours 00 Minutes,49312
100000042232_1,Accident 1,100000042232,November 1998,03:45,000 Hours 01 Minutes,311313
100000046274_1,Accident 1,100000046274,February 1996,00:45,005 Hours 00 Minutes,311612
100000056841_1,Accident 1,100000056841,December 2023,10:50,001 Hours 00 Minutes,22132
100000061746_1,Accident 1,100000061746,October 2016,12:15,000 Hours 01 Minutes,22132
100000070013_1,Accident 1,100000070013,May 1996,08:00,000 Hours 01 Minutes,42291
100000078471_1,Accident 1,100000078471,October 2023,11:00,040 Hours 00 Minutes,22132
100000083544_1,Accident 1,100000083544,February 2015,19:15,000 Hours 30 Minutes,325211
100000092605_1,Accident 1,100000092605,September 2008,16:30,004 Hours 00 Minutes,22132
100000096086_1,Accident 1,100000096086,May 1997,08:30,000 Hours 01 Minutes,331528
100000096086_2,Accident 2,100000096086,October 1996,05:00,010 Hours 00 Minutes,331528
100000100026_1,Accident 1,100000100026,June 2016,08:30,000 Hours 15 Minutes,42469
100000108625_1,Accident 1,100000108625,May 2024,14:00,000 Hours 25 Minutes,11199
100000110319_1,Accident 1,100000110319,September 2019,13:18,001 Hours 44 Minutes,32411
100000114404_1,Accident 1,100000114404,May 2018,01:30,000 Hours 33 Minutes,311813
100000118393_1,Accident 1,100000118393,June 2003,10:15,000 Hours 01 Minutes,56221
100000120772_1,Accident 1,100000120772,April 2024,23:30,001 Hours 00 Minutes,21113
100000120772_2,Accident 2,100000120772,December 2017,19:36,002 Hours 00 Minutes,49319
100000134507_1,Accident 1,100000134507,September 2003,09:00,000 Hours 05 Minutes,325211
100000134507_2,Accident 2,100000134507,March 2000,09:00,000 Hours 02 Minutes,325211
100000145728_1,Accident 1,100000145728,August 2023,05:55,000 Hours 45 Minutes,49312
100000146585_1,Accident 1,100000146585,August 1998,07:00,000 Hours 05 Minutes,325199
100000146585_2,Accident 2,100000146585,March 1997,09:15,000 Hours 02 Minutes,325199
100000149387_1,Accident 1,100000149387,April 1998,06:50,000 Hours 01 Minutes,32411
100000149387_2,Accident 2,100000149387,April 1998,10:00,000 Hours 01 Minutes,32411
100000149387_3,Accident 3,100000149387,October 1996,13:30,000 Hours 01 Minutes,32411
100000149387_4,Accident 4,100000149387,August 1996,06:00,000 Hours 01 Minutes,32411
100000149387_5,Accident 5,100000149387,February 1996,12:15,000 Hours 30 Minutes,32411
100000149387_6,Accident 6,100000149387,November 1994,11:20,000 Hours 01 Minutes,32411
100000183366_1,Accident 1,100000183366,August 2023,17:00,000 Hours 01 Minutes,32541
100000187077_1,Accident 1,100000187077,May 2021,01:30,000 Hours 30 Minutes,311611
100000197949_1,Accident 1,100000197949,November 2014,15:00,001 Hours 03 Minutes,325311
100000222298_1,Accident 1,100000222298,June 2013,21:15,000 Hours 10 Minutes,115112
100000241384_1,Accident 1,100000241384,June 2016,10:03,000 Hours 01 Minutes,325211
100000019017_1,Accident 1,100000019017,October 2013,08:20,000 Hours 01 Minutes,11115
100000019026_1,Accident 1,100000019026,July 2000,01:30,000 Hours 30 Minutes,42491
100000019099_1,Accident 1,100000019099,April 2011,14:30,000 Hours 30 Minutes,11115
100000019623_1,Accident 1,100000019623,December 2016,23:55,003 Hours 30 Minutes,311813
100000021905_1,Accident 1,100000021905,October 2012,15:45,000 Hours 45 Minutes,42491
100000030156_1,Accident 1,100000030156,October 2012,21:22,000 Hours 30 Minutes,42491
100000047166_1,Accident 1,100000047166,November 2015,06:00,000 Hours 45 Minutes,42459
100000060925_1,Accident 1,100000060925,July 2022,08:35,002 Hours 00 Minutes,42491
100000061522_1,Accident 1,100000061522,June 2018,00:06,000 Hours 15 Minutes,42491
100000062362_1,Accident 1,100000062362,March 2019,11:10,072 Hours 00 Minutes,42491
100000071762_1,Accident 1,100000071762,June 2018,20:00,000 Hours 03 Minutes,42491
100000071762_2,Accident 2,100000071762,May 2018,15:00,000 Hours 05 Minutes,42491
100000074536_1,Accident 1,100000074536,June 2020,20:40,002 Hours 58 Minutes,31181
100000080119_1,Accident 1,100000080119,November 2008,17:30,000 Hours 05 Minutes,32518
100000080299_1,Accident 1,100000080299,May 2021,13:00,000 Hours 05 Minutes,42469
100000084204_1,Accident 1,100000084204,August 2017,13:30,001 Hours 30 Minutes,42491
100000084589_1,Accident 1,100000084589,July 2012,13:15,000 Hours 27 Minutes,11511
100000091535_1,Accident 1,100000091535,December 2021,12:05,000 Hours 01 Minutes,32531
100000103185_1,Accident 1,100000103185,February 2019,13:00,000 Hours 25 Minutes,311615
100000109134_1,Accident 1,100000109134,December 2015,14:00,001 Hours 00 Minutes,42459
100000109508_1,Accident 1,100000109508,June 2020,23:05,000 Hours 15 Minutes,31152
100000118605_1,Accident 1,100000118605,October 2021,20:35,002 Hours 15 Minutes,311612
100000123939_1,Accident 1,100000123939,June 1996,16:45,001 Hours 00 Minutes,11114
100000124162_1,Accident 1,100000124162,June 2023,10:30,000 Hours 01 Minutes,42491
100000124812_1,Accident 1,100000124812,May 2023,14:10,000 Hours 18 Minutes,31141
100000124812_2,Accident 2,100000124812,August 2019,18:45,100 Hours 00 Minutes,31152
100000126133_1,Accident 1,100000126133,October 2011,07:00,000 Hours 01 Minutes,22131
100000138139_1,Accident 1,100000138139,June 1999,23:30,000 Hours 01 Minutes,331524
100000148128_1,Accident 1,100000148128,October 2014,08:00,000 Hours 01 Minutes,42491
100000154904_1,Accident 1,100000154904,March 2013,22:00,000 Hours 30 Minutes,311999
100000157251_1,Accident 1,100000157251,April 2016,14:00,000 Hours 01 Minutes,42491
100000158982_1,Accident 1,100000158982,October 2023,22:45,004 Hours 15 Minutes,42471
100000159188_1,Accident 1,100000159188,September 2008,04:40,000 Hours 20 Minutes,42491
100000161567_1,Accident 1,100000161567,November 1997,11:30,000 Hours 05 Minutes,322121
100000161567_2,Accident 2,100000161567,February 1996,13:00,000 Hours 07 Minutes,322121
100000166385_1,Accident 1,100000166385,August 2020,11:20,000 Hours 08 Minutes,42491
100000173769_1,Accident 1,100000173769,November 2023,12:55,000 Hours 34 Minutes,32518
100000173769_2,Accident 2,100000173769,August 2022,15:10,000 Hours 01 Minutes,32518
100000178513_1,Accident 1,100000178513,May 2014,09:00,000 Hours 01 Minutes,42491
100000195317_1,Accident 1,100000195317,January 2011,10:35,024 Hours 00 Minutes,311611
100000214127_1,Accident 1,100000214127,June 2021,06:30,002 Hours 00 Minutes,311513
100000217883_1,Accident 1,100000217883,December 2014,11:08,001 Hours 50 Minutes,42491
100000232036_1,Accident 1,100000232036,August 2018,21:15,007 Hours 15 Minutes,49312
100000249402_1,Accident 1,100000249402,October 2022,07:45,000 Hours 01 Minutes,32512
100000010766_1,Accident 1,100000010766,June 1998,11:00,000 Hours 10 Minutes,311615
100000026456_1,Accident 1,100000026456,April 2000,10:10,000 Hours 10 Minutes,42291
100000026492_1,Accident 1,100000026492,April 2020,09:00,000 Hours 01 Minutes,42491
100000030227_1,Accident 1,100000030227,June 1997,06:30,001 Hours 30 Minutes,42291
100000031048_1,Accident 1,100000031048,March 2016,11:45,000 Hours 01 Minutes,42491
100000032993_1,Accident 1,100000032993,March 2022,09:30,000 Hours 01 Minutes,42491
100000033037_1,Accident 1,100000033037,July 2014,04:50,000 Hours 26 Minutes,42491
100000046997_1,Accident 1,100000046997,July 2022,02:05,002 Hours 00 Minutes,311412
100000048254_1,Accident 1,100000048254,April 2015,18:30,003 Hours 00 Minutes,42459
100000049734_1,Accident 1,100000049734,July 2019,13:00,000 Hours 05 Minutes,32532
100000049734_2,Accident 2,100000049734,September 2016,14:30,003 Hours 00 Minutes,32532
100000052319_1,Accident 1,100000052319,April 2018,21:18,004 Hours 17 Minutes,31212
100000065378_1,Accident 1,100000065378,February 2019,02:30,000 Hours 15 Minutes,311513
100000065378_2,Accident 2,100000065378,August 2013,09:15,000 Hours 05 Minutes,311513
100000065396_1,Accident 1,100000065396,August 2020,13:55,024 Hours 00 Minutes,311513
100000066359_1,Accident 1,100000066359,November 2020,19:35,000 Hours 29 Minutes,311513
100000067606_1,Accident 1,100000067606,April 2001,06:00,000 Hours 15 Minutes,11199
100000074634_1,Accident 1,100000074634,September 2005,03:00,000 Hours 01 Minutes,325188
100000086186_1,Accident 1,100000086186,July 2024,01:00,007 Hours 38 Minutes,42491
100000086186_2,Accident 2,100000086186,September 2018,09:26,000 Hours 02 Minutes,42491
100000098985_1,Accident 1,100000098985,September 2002,07:00,000 Hours 05 Minutes,22131
100000109768_1,Accident 1,100000109768,March 2002,00:00,468 Hours 00 Minutes,22132
100000120825_1,Accident 1,100000120825,February 2000,03:55,000 Hours 20 Minutes,42291
100000147307_1,Accident 1,100000147307,July 1995,11:00,000 Hours 30 Minutes,32592
100000153763_1,Accident 1,100000153763,June 2006,07:00,000 Hours 45 Minutes,31151
100000154762_1,Accident 1,100000154762,November 2001,08:30,003 Hours 15 Minutes,49312
100000159428_1,Accident 1,100000159428,March 2024,07:30,001 Hours 30 Minutes,49312
100000168524_1,Accident 1,100000168524,March 2024,14:30,000 Hours 01 Minutes,42491
100000180216_1,Accident 1,100000180216,March 2014,10:30,000 Hours 01 Minutes,11115
100000182697_1,Accident 1,100000182697,September 2024,17:00,000 Hours 10 Minutes,42491
100000191856_1,Accident 1,100000191856,July 2002,10:50,000 Hours 13 Minutes,334412
100000193186_1,Accident 1,100000193186,September 2021,18:55,002 Hours 50 Minutes,311611
100000227756_1,Accident 1,100000227756,March 2021,09:15,000 Hours 01 Minutes,42491
100000231117_1,Accident 1,100000231117,May 2022,12:30,000 Hours 01 Minutes,42491
100000231117_2,Accident 2,100000231117,April 2019,14:44,000 Hours 01 Minutes,42491
100000017064_1,Accident 1,100000017064,February 1996,10:04,002 Hours 50 Minutes,92711
100000017064_2,Accident 2,100000017064,February 1995,08:37,004 Hours 30 Minutes,92711
100000020915_1,Accident 1,100000020915,January 2019,20:00,000 Hours 01 Minutes,311615
100000025849_1,Accident 1,100000025849,February 2021,10:17,000 Hours 45 Minutes,326299
100000025849_2,Accident 2,100000025849,December 2020,14:03,000 Hours 16 Minutes,326299
100000025849_3,Accident 3,100000025849,June 2020,10:02,001 Hours 00 Minutes,326299
100000025849_4,Accident 4,100000025849,April 2017,08:52,001 Hours 00 Minutes,326299
100000037426_1,Accident 1,100000037426,February 2012,04:50,001 Hours 00 Minutes,42441
100000045373_1,Accident 1,100000045373,September 2022,08:00,000 Hours 28 Minutes,32211
100000086989_1,Accident 1,100000086989,May 2024,09:00,000 Hours 05 Minutes,32411
100000103416_1,Accident 1,100000103416,August 1998,11:00,000 Hours 10 Minutes,32211
100000103416_2,Accident 2,100000103416,October 1997,08:45,001 Hours 00 Minutes,32211
100000112273_1,Accident 1,100000112273,February 2024,23:55,000 Hours 05 Minutes,32513
100000122048_1,Accident 1,100000122048,August 2018,16:25,000 Hours 06 Minutes,311615
100000124732_1,Accident 1,100000124732,March 2023,07:20,000 Hours 02 Minutes,325199
100000153594_1,Accident 1,100000153594,June 1998,04:23,002 Hours 00 Minutes,22131
100000212557_1,Accident 1,100000212557,December 2013,01:35,009 Hours 45 Minutes,49312
100000215992_1,Accident 1,100000215992,February 2014,07:45,000 Hours 01 Minutes,32615
100000232198_1,Accident 1,100000232198,June 2012,09:00,000 Hours 20 Minutes,32532
100000038773_1,Accident 1,100000038773,November 2015,21:35,001 Hours 55 Minutes,32532
100000061997_1,Accident 1,100000061997,May 2003,11:00,000 Hours 05 Minutes,42491
100000070228_1,Accident 1,100000070228,October 2002,11:00,000 Hours 01 Minutes,42491
100000093533_1,Accident 1,100000093533,June 2024,13:25,000 Hours 15 Minutes,32411
100000093533_2,Accident 2,100000093533,March 2022,21:30,003 Hours 45 Minutes,32411
100000116581_1,Accident 1,100000116581,October 2022,05:15,000 Hours 15 Minutes,32411
100000116581_2,Accident 2,100000116581,March 2019,13:35,001 Hours 30 Minutes,32411
100000143285_1,Accident 1,100000143285,January 2022,11:15,000 Hours 01 Minutes,32411
100000143285_2,Accident 2,100000143285,February 2018,15:30,000 Hours 10 Minutes,32411
100000144355_1,Accident 1,100000144355,October 2002,07:30,000 Hours 01 Minutes,32512
100000144355_2,Accident 2,100000144355,April 2001,17:45,000 Hours 02 Minutes,32512
100000183491_1,Accident 1,100000183491,April 2000,11:00,000 Hours 10 Minutes,42491
100000015155_1,Accident 1,100000015155,June 2009,11:20,004 Hours 55 Minutes,311919
100000022619_1,Accident 1,100000022619,January 2023,00:35,007 Hours 30 Minutes,311611
100000022977_1,Accident 1,100000022977,March 2019,18:45,000 Hours 03 Minutes,325211
100000051445_1,Accident 1,100000051445,June 2021,17:00,014 Hours 00 Minutes,311615
100000065216_1,Accident 1,100000065216,July 2015,09:00,000 Hours 01 Minutes,32615
100000073485_1,Accident 1,100000073485,September 1997,10:10,001 Hours 30 Minutes,32562
100000073485_2,Accident 2,100000073485,June 1996,11:06,002 Hours 30 Minutes,32562
100000076026_1,Accident 1,100000076026,February 2019,22:43,000 Hours 12 Minutes,325199
100000076026_2,Accident 2,100000076026,November 2015,03:37,000 Hours 03 Minutes,325211
100000093301_1,Accident 1,100000093301,November 1995,14:30,000 Hours 01 Minutes,32519
100000109116_1,Accident 1,100000109116,October 2024,12:00,001 Hours 36 Minutes,311511
100000112763_1,Accident 1,100000112763,January 1997,08:00,002 Hours 15 Minutes,31152
100000112763_2,Accident 2,100000112763,October 1995,12:00,000 Hours 30 Minutes,31152
100000125544_1,Accident 1,100000125544,July 2020,21:10,000 Hours 55 Minutes,32211
100000130271_1,Accident 1,100000130271,July 2020,09:45,000 Hours 45 Minutes,11232
100000130707_1,Accident 1,100000130707,December 2022,11:50,000 Hours 03 Minutes,311615
100000130994_1,Accident 1,100000130994,December 2005,09:00,000 Hours 15 Minutes,325211
100000132073_1,Accident 1,100000132073,August 2000,05:00,001 Hours 30 Minutes,325211
100000137283_1,Accident 1,100000137283,July 1997,15:20,000 Hours 15 Minutes,11232
100000137283_2,Accident 2,100000137283,November 1996,10:00,000 Hours 20 Minutes,11232
100000150882_1,Accident 1,100000150882,June 2022,01:20,000 Hours 15 Minutes,311211
100000157849_1,Accident 1,100000157849,August 1996,10:00,000 Hours 01 Minutes,22131
100000157849_2,Accident 2,100000157849,August 1995,00:00,000 Hours 30 Minutes,22131
100000167204_1,Accident 1,100000167204,May 2017,06:31,005 Hours 30 Minutes,325211
100000170968_1,Accident 1,100000170968,January 2011,14:30,005 Hours 30 Minutes,311615
100000177961_1,Accident 1,100000177961,April 2021,08:00,024 Hours 00 Minutes,42441
100000180788_1,Accident 1,100000180788,September 2018,02:23,003 Hours 35 Minutes,334413
100000180788_2,Accident 2,100000180788,October 2016,14:27,002 Hours 00 Minutes,334413
100000183222_1,Accident 1,100000183222,January 2020,13:50,000 Hours 29 Minutes,49312
100000189182_1,Accident 1,100000189182,October 2021,19:00,000 Hours 02 Minutes,42471
100000222966_1,Accident 1,100000222966,June 2015,04:00,000 Hours 05 Minutes,32519
100000232768_1,Accident 1,100000232768,May 2023,10:15,000 Hours 01 Minutes,22132
100000234034_1,Accident 1,100000234034,November 2021,01:50,000 Hours 55 Minutes,311119
100000241623_1,Accident 1,100000241623,February 2022,05:52,000 Hours 02 Minutes,325211
100000241623_2,Accident 2,100000241623,February 2022,06:45,000 Hours 15 Minutes,325211
100000011989_1,Accident 1,100000011989,May 2018,07:30,000 Hours 01 Minutes,42491
100000014691_1,Accident 1,100000014691,August 2013,17:35,072 Hours 00 Minutes,42469
100000022343_1,Accident 1,100000022343,April 2007,04:30,000 Hours 10 Minutes,115112
100000038069_1,Accident 1,100000038069,July 2020,01:00,005 Hours 00 Minutes,42491
100000061425_1,Accident 1,100000061425,September 2007,15:30,000 Hours 09 Minutes,42491
100000061452_1,Accident 1,100000061452,April 2011,08:30,003 Hours 00 Minutes,42491
100000062031_1,Accident 1,100000062031,June 2013,20:30,000 Hours 30 Minutes,11199
100000104834_1,Accident 1,100000104834,November 2019,20:25,000 Hours 01 Minutes,22121
100000111434_1,Accident 1,100000111434,October 2022,09:30,002 Hours 00 Minutes,31141
100000124652_1,Accident 1,100000124652,April 1999,08:30,000 Hours 10 Minutes,332813
100000144505_1,Accident 1,100000144505,April 2016,18:00,000 Hours 01 Minutes,42491
100000160443_1,Accident 1,100000160443,April 2016,10:15,000 Hours 01 Minutes,42491
100000160979_1,Accident 1,100000160979,March 2014,21:00,999 Hours 00 Minutes,42491
100000169275_1,Accident 1,100000169275,November 2023,22:10,000 Hours 30 Minutes,11115
100000171583_1,Accident 1,100000171583,October 2017,09:00,000 Hours 02 Minutes,42491
100000207901_1,Accident 1,100000207901,November 2018,09:18,000 Hours 10 Minutes,21113
100000214813_1,Accident 1,100000214813,March 2019,20:20,005 Hours 00 Minutes,21113
100000214813_2,Accident 2,100000214813,August 2017,14:07,002 Hours 00 Minutes,21113
100000001963_1,Accident 1,100000001963,August 1997,14:45,000 Hours 20 Minutes,42291
100000006593_1,Accident 1,100000006593,February 2021,01:54,000 Hours 21 Minutes,31161
100000006593_2,Accident 2,100000006593,September 2018,11:09,000 Hours 22 Minutes,311611
100000017885_1,Accident 1,100000017885,November 2001,16:20,000 Hours 48 Minutes,311991
100000027133_1,Accident 1,100000027133,April 2019,11:30,000 Hours 01 Minutes,31152
100000036999_1,Accident 1,100000036999,March 2022,03:30,095 Hours 53 Minutes,325311
100000040555_1,Accident 1,100000040555,July 2011,08:48,004 Hours 12 Minutes,42491
100000045113_1,Accident 1,100000045113,July 2007,15:00,001 Hours 30 Minutes,49313
100000083394_1,Accident 1,100000083394,November 2009,09:01,001 Hours 00 Minutes,42451
100000083517_1,Accident 1,100000083517,May 2024,05:30,000 Hours 05 Minutes,42469
100000087176_1,Accident 1,100000087176,February 2021,11:23,000 Hours 02 Minutes,311612
100000091571_1,Accident 1,100000091571,October 2018,06:30,003 Hours 00 Minutes,42491
100000112424_1,Accident 1,100000112424,June 1995,15:30,002 Hours 30 Minutes,22131
100000123494_1,Accident 1,100000123494,July 2001,00:00,000 Hours 25 Minutes,311812
100000152728_1,Accident 1,100000152728,April 1998,17:10,000 Hours 01 Minutes,42291
100000191017_1,Accident 1,100000191017,December 2016,07:45,000 Hours 45 Minutes,311111
100000191017_2,Accident 2,100000191017,July 2016,02:15,000 Hours 04 Minutes,49312
100000200169_1,Accident 1,100000200169,December 2011,20:30,006 Hours 00 Minutes,311211
100000200169_2,Accident 2,100000200169,March 2011,14:25,000 Hours 20 Minutes,311211
100000202121_1,Accident 1,100000202121,May 2018,20:20,000 Hours 15 Minutes,325193
100000242061_1,Accident 1,100000242061,February 2022,20:42,002 Hours 30 Minutes,311615
100000242061_2,Accident 2,100000242061,October 2019,19:30,000 Hours 01 Minutes,311615
100000028588_1,Accident 1,100000028588,August 2000,03:30,001 Hours 00 Minutes,325199
100000008662_1,Accident 1,100000008662,July 2014,00:37,001 Hours 31 Minutes,22131
100000014432_1,Accident 1,100000014432,April 1996,04:30,000 Hours 01 Minutes,22132
100000014432_2,Accident 2,100000014432,June 1994,18:20,000 Hours 01 Minutes,22132
100000021923_1,Accident 1,100000021923,March 1996,14:15,000 Hours 10 Minutes,325211
100000026795_1,Accident 1,100000026795,March 2005,10:15,000 Hours 05 Minutes,32551
100000034385_1,Accident 1,100000034385,August 1995,23:00,000 Hours 01 Minutes,32512
100000043302_1,Accident 1,100000043302,March 2019,15:00,000 Hours 30 Minutes,33141
100000053997_1,Accident 1,100000053997,January 2013,03:20,000 Hours 02 Minutes,325211
100000057396_1,Accident 1,100000057396,July 2003,10:45,000 Hours 01 Minutes,22131
100000059535_1,Accident 1,100000059535,August 1997,13:00,000 Hours 10 Minutes,22132
100000059535_2,Accident 2,100000059535,July 1997,11:15,000 Hours 01 Minutes,22132
100000059535_3,Accident 3,100000059535,March 1997,07:25,000 Hours 09 Minutes,22132
100000059535_4,Accident 4,100000059535,February 1997,10:05,000 Hours 10 Minutes,22132
100000059535_5,Accident 5,100000059535,November 1996,16:00,000 Hours 01 Minutes,22132
100000059535_6,Accident 6,100000059535,October 1996,17:00,024 Hours 00 Minutes,22132
100000059535_7,Accident 7,100000059535,May 1995,02:10,000 Hours 10 Minutes,22132
100000059535_8,Accident 8,100000059535,May 1995,03:45,000 Hours 01 Minutes,22132
100000059535_9,Accident 9,100000059535,October 1994,00:00,008 Hours 00 Minutes,22132
100000059535_10,Accident 10,100000059535,May 1994,09:30,000 Hours 01 Minutes,22132
100000059535_11,Accident 11,100000059535,April 1994,14:30,000 Hours 20 Minutes,22132
100000064397_1,Accident 1,100000064397,June 2013,08:00,000 Hours 05 Minutes,221112
100000074091_1,Accident 1,100000074091,November 2014,15:00,000 Hours 45 Minutes,31192
100000074091_2,Accident 2,100000074091,August 2011,15:40,000 Hours 01 Minutes,31192
100000085828_1,Accident 1,100000085828,August 2021,06:00,000 Hours 15 Minutes,331314
100000085828_2,Accident 2,100000085828,January 2021,10:30,001 Hours 00 Minutes,331314
100000090849_1,Accident 1,100000090849,November 2022,19:10,002 Hours 40 Minutes,32518
100000090849_2,Accident 2,100000090849,August 2020,20:14,000 Hours 21 Minutes,32518
100000092847_1,Accident 1,100000092847,August 2022,14:20,001 Hours 45 Minutes,311612
100000129648_1,Accident 1,100000129648,March 2002,10:15,000 Hours 01 Minutes,325211
100000130743_1,Accident 1,100000130743,September 2000,01:10,000 Hours 10 Minutes,31151
100000148164_1,Accident 1,100000148164,February 2019,06:55,000 Hours 10 Minutes,31199
100000151444_1,Accident 1,100000151444,June 2019,02:00,003 Hours 00 Minutes,325211
100000151444_2,Accident 2,100000151444,April 2018,10:00,000 Hours 01 Minutes,325211
100000151444_3,Accident 3,100000151444,April 2018,19:50,000 Hours 01 Minutes,325211
100000151444_4,Accident 4,100000151444,January 2017,05:45,003 Hours 00 Minutes,325211
100000193471_1,Accident 1,100000193471,May 2011,05:15,000 Hours 37 Minutes,32512
100000193471_2,Accident 2,100000193471,July 2009,15:30,000 Hours 30 Minutes,32512
100000200935_1,Accident 1,100000200935,August 2021,07:00,000 Hours 01 Minutes,42469
100000200935_2,Accident 2,100000200935,January 2019,01:00,000 Hours 15 Minutes,42469
100000200935_3,Accident 3,100000200935,August 2017,21:45,000 Hours 01 Minutes,42469
100000200935_4,Accident 4,100000200935,August 2016,17:20,000 Hours 30 Minutes,42469
100000030566_1,Accident 1,100000030566,July 2008,21:43,000 Hours 12 Minutes,325193
100000063487_1,Accident 1,100000063487,May 2019,15:45,000 Hours 13 Minutes,32411
100000063487_2,Accident 2,100000063487,May 2019,08:07,000 Hours 12 Minutes,32411
100000064351_1,Accident 1,100000064351,June 2022,10:30,000 Hours 05 Minutes,21113
100000151426_1,Accident 1,100000151426,October 2019,23:52,000 Hours 26 Minutes,32411
100000154343_1,Accident 1,100000154343,November 2008,05:00,000 Hours 20 Minutes,22132
100000057733_1,Accident 1,100000057733,August 2015,12:28,010 Hours 02 Minutes,333611
100000115172_1,Accident 1,100000115172,March 2003,13:00,000 Hours 05 Minutes,22132
100000133875_1,Accident 1,100000133875,August 2018,15:15,000 Hours 05 Minutes,42469
100000181625_1,Accident 1,100000181625,December 2021,04:00,001 Hours 00 Minutes,221112
100000181625_2,Accident 2,100000181625,December 2021,20:00,001 Hours 00 Minutes,221112
100000044846_1,Accident 1,100000044846,February 2023,09:45,000 Hours 01 Minutes,22131
100000048209_1,Accident 1,100000048209,April 2018,18:41,000 Hours 10 Minutes,311615
100000051294_1,Accident 1,100000051294,April 2002,04:30,002 Hours 00 Minutes,325314
100000063003_1,Accident 1,100000063003,June 2013,11:00,000 Hours 01 Minutes,331314
100000099127_1,Accident 1,100000099127,November 2016,23:00,002 Hours 00 Minutes,22131
100000099127_2,Accident 2,100000099127,November 2016,17:00,004 Hours 00 Minutes,22131
100000108821_1,Accident 1,100000108821,December 2018,13:18,000 Hours 01 Minutes,325199
100000109269_1,Accident 1,100000109269,June 2019,13:45,000 Hours 02 Minutes,322121
100000109269_2,Accident 2,100000109269,May 2019,10:25,000 Hours 05 Minutes,22131
100000114547_1,Accident 1,100000114547,May 2017,10:47,000 Hours 05 Minutes,32518
100000115341_1,Accident 1,100000115341,May 2023,12:20,000 Hours 51 Minutes,32518
100000115341_2,Accident 2,100000115341,May 2021,09:45,000 Hours 02 Minutes,32518
100000129336_1,Accident 1,100000129336,February 2005,07:30,004 Hours 00 Minutes,332919
100000132527_1,Accident 1,100000132527,February 1999,11:00,000 Hours 03 Minutes,334412
100000139183_1,Accident 1,100000139183,April 2009,19:30,000 Hours 40 Minutes,31151
100000139183_2,Accident 2,100000139183,March 2009,23:20,000 Hours 15 Minutes,31151
100000151131_1,Accident 1,100000151131,October 2008,19:00,000 Hours 45 Minutes,311612
100000153415_1,Accident 1,100000153415,December 2023,11:20,000 Hours 03 Minutes,42469
100000153656_1,Accident 1,100000153656,March 2008,10:31,006 Hours 30 Minutes,325199
100000220209_1,Accident 1,100000220209,May 2012,09:05,000 Hours 20 Minutes,311511
100000233936_1,Accident 1,100000233936,November 2021,23:00,000 Hours 09 Minutes,326291
100000008243_1,Accident 1,100000008243,March 2021,12:40,001 Hours 00 Minutes,22131
100000018349_1,Accident 1,100000018349,July 2016,06:50,000 Hours 10 Minutes,311612
100000032396_1,Accident 1,100000032396,November 2021,11:00,007 Hours 00 Minutes,32411
100000035972_1,Accident 1,100000035972,May 2004,14:30,000 Hours 04 Minutes,22131
100000035972_2,Accident 2,100000035972,July 2003,02:15,000 Hours 01 Minutes,22131
