EPA Facility ID,Has Accident,Accident Count,Accident Details
1E+11,Yes,14,"[{'Date of Accident': 'January 2024', 'NAICS Code of Process Involved': '32518'}, {'Date of Accident': 'January 2023', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'December 2022', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'December 2022', 'NAICS Code of Process Involved': '32518'}, {'Date of Accident': 'December 2022', 'NAICS Code of Process Involved': '32518'}, {'Date of Accident': 'July 2022', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'October 2021', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'September 2021', 'NAICS Code of Process Involved': '32518'}, {'Date of Accident': 'May 2021', 'NAICS Code of Process Involved': '325998'}, {'Date of Accident': 'March 2020', 'NAICS Code of Process Involved': '32518'}, {'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '32518'}, {'Date of Accident': 'May 2017', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'May 2017', 'NAICS Code of Process Involved': '32518'}, {'Date of Accident': 'April 2017', 'NAICS Code of Process Involved': '32518'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 1995', 'NAICS Code of Process Involved': '325181'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2012', 'NAICS Code of Process Involved': '211112'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2021', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2023', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,2,"[{'Date of Accident': 'March 2024', 'NAICS Code of Process Involved': '32511'}, {'Date of Accident': 'October 2022', 'NAICS Code of Process Involved': '32511'}]"
1E+11,Yes,5,"[{'Date of Accident': 'August 2023', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'October 2022', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'September 2022', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'February 2022', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'October 2017', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 1999', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2021', 'NAICS Code of Process Involved': '325311'}]"
1E+11,Yes,2,"[{'Date of Accident': 'March 2017', 'NAICS Code of Process Involved': '32211'}, {'Date of Accident': 'July 2016', 'NAICS Code of Process Involved': '32211'}]"
1E+11,Yes,3,"[{'Date of Accident': 'July 2023', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'April 2020', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'November 2019', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2001', 'NAICS Code of Process Involved': '324191'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 1997', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2020', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 1998', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2023', 'NAICS Code of Process Involved': '32512'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2020', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2020', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2022', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2021', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2020', 'NAICS Code of Process Involved': '32511'}]"
1E+11,Yes,5,"[{'Date of Accident': 'June 2024', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'December 2022', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'May 2022', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'February 2021', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'August 2017', 'NAICS Code of Process Involved': '32511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2016', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2018', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,3,"[{'Date of Accident': 'December 2021', 'NAICS Code of Process Involved': '32511'}, {'Date of Accident': 'September 2020', 'NAICS Code of Process Involved': '32511'}, {'Date of Accident': 'March 2019', 'NAICS Code of Process Involved': '32511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2014', 'NAICS Code of Process Involved': '32511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2006', 'NAICS Code of Process Involved': '22111'}]"
1E+11,Yes,4,"[{'Date of Accident': 'October 2018', 'NAICS Code of Process Involved': '311911'}, {'Date of Accident': 'October 2018', 'NAICS Code of Process Involved': '311911'}, {'Date of Accident': 'December 2015', 'NAICS Code of Process Involved': '311991'}, {'Date of Accident': 'October 2015', 'NAICS Code of Process Involved': '311412'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2004', 'NAICS Code of Process Involved': '49319'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2017', 'NAICS Code of Process Involved': '21113'}]"
1E+11,Yes,3,"[{'Date of Accident': 'October 2019', 'NAICS Code of Process Involved': '49319'}, {'Date of Accident': 'October 2019', 'NAICS Code of Process Involved': '49319'}, {'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '49319'}]"
1E+11,Yes,2,"[{'Date of Accident': 'January 2009', 'NAICS Code of Process Involved': '211112'}, {'Date of Accident': 'November 2008', 'NAICS Code of Process Involved': '211112'}]"
1E+11,Yes,3,"[{'Date of Accident': 'May 2022', 'NAICS Code of Process Involved': '32518'}, {'Date of Accident': 'April 2022', 'NAICS Code of Process Involved': '32518'}, {'Date of Accident': 'January 2018', 'NAICS Code of Process Involved': '32518'}]"
1E+11,Yes,2,"[{'Date of Accident': 'January 2020', 'NAICS Code of Process Involved': '32619'}, {'Date of Accident': 'July 2019', 'NAICS Code of Process Involved': '32511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2023', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 1995', 'NAICS Code of Process Involved': '31133'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2018', 'NAICS Code of Process Involved': '32615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2013', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2019', 'NAICS Code of Process Involved': '32518'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2012', 'NAICS Code of Process Involved': '56221'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2000', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2017', 'NAICS Code of Process Involved': '333515'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2012', 'NAICS Code of Process Involved': '311352'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2022', 'NAICS Code of Process Involved': '311611'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2018', 'NAICS Code of Process Involved': '312113'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2005', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,2,"[{'Date of Accident': 'November 2013', 'NAICS Code of Process Involved': '56221'}, {'Date of Accident': 'April 2012', 'NAICS Code of Process Involved': '56221'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2018', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2015', 'NAICS Code of Process Involved': '32615'}]"
1E+11,Yes,4,"[{'Date of Accident': 'October 2023', 'NAICS Code of Process Involved': '31199'}, {'Date of Accident': 'April 2023', 'NAICS Code of Process Involved': '31199'}, {'Date of Accident': 'March 2023', 'NAICS Code of Process Involved': '31199'}, {'Date of Accident': 'February 2021', 'NAICS Code of Process Involved': '31199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 1997', 'NAICS Code of Process Involved': '325181'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2015', 'NAICS Code of Process Involved': '311411'}]"
1E+11,Yes,2,"[{'Date of Accident': 'April 2010', 'NAICS Code of Process Involved': '32211'}, {'Date of Accident': 'May 2005', 'NAICS Code of Process Involved': '32211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2022', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2023', 'NAICS Code of Process Involved': '32211'}]"
1E+11,Yes,4,"[{'Date of Accident': 'September 2004', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'August 2004', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'September 2003', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'August 2001', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2012', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 1998', 'NAICS Code of Process Involved': '311313'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 1996', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2023', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2016', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 1996', 'NAICS Code of Process Involved': '42291'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2023', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2015', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2008', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,2,"[{'Date of Accident': 'May 1997', 'NAICS Code of Process Involved': '331528'}, {'Date of Accident': 'October 1996', 'NAICS Code of Process Involved': '331528'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2016', 'NAICS Code of Process Involved': '42469'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2024', 'NAICS Code of Process Involved': '11199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2019', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2018', 'NAICS Code of Process Involved': '311813'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2003', 'NAICS Code of Process Involved': '56221'}]"
1E+11,Yes,2,"[{'Date of Accident': 'April 2024', 'NAICS Code of Process Involved': '21113'}, {'Date of Accident': 'December 2017', 'NAICS Code of Process Involved': '49319'}]"
1E+11,Yes,2,"[{'Date of Accident': 'September 2003', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'March 2000', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2023', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,2,"[{'Date of Accident': 'August 1998', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'March 1997', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,6,"[{'Date of Accident': 'April 1998', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'April 1998', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'October 1996', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'August 1996', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'February 1996', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'November 1994', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2023', 'NAICS Code of Process Involved': '32541'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2021', 'NAICS Code of Process Involved': '311611'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2014', 'NAICS Code of Process Involved': '325311'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2013', 'NAICS Code of Process Involved': '115112'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2016', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2013', 'NAICS Code of Process Involved': '11115'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2000', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2011', 'NAICS Code of Process Involved': '11115'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2016', 'NAICS Code of Process Involved': '311813'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2012', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2012', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2015', 'NAICS Code of Process Involved': '42459'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2022', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2018', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2019', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,2,"[{'Date of Accident': 'June 2018', 'NAICS Code of Process Involved': '42491'}, {'Date of Accident': 'May 2018', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2020', 'NAICS Code of Process Involved': '31181'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2008', 'NAICS Code of Process Involved': '32518'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2021', 'NAICS Code of Process Involved': '42469'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2017', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2012', 'NAICS Code of Process Involved': '11511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2021', 'NAICS Code of Process Involved': '32531'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2019', 'NAICS Code of Process Involved': '311615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2015', 'NAICS Code of Process Involved': '42459'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2020', 'NAICS Code of Process Involved': '31152'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2021', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 1996', 'NAICS Code of Process Involved': '11114'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2023', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,2,"[{'Date of Accident': 'May 2023', 'NAICS Code of Process Involved': '31141'}, {'Date of Accident': 'August 2019', 'NAICS Code of Process Involved': '31152'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2011', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 1999', 'NAICS Code of Process Involved': '331524'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2014', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2013', 'NAICS Code of Process Involved': '311999'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2016', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2023', 'NAICS Code of Process Involved': '42471'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2008', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,2,"[{'Date of Accident': 'November 1997', 'NAICS Code of Process Involved': '322121'}, {'Date of Accident': 'February 1996', 'NAICS Code of Process Involved': '322121'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2020', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,2,"[{'Date of Accident': 'November 2023', 'NAICS Code of Process Involved': '32518'}, {'Date of Accident': 'August 2022', 'NAICS Code of Process Involved': '32518'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2014', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2011', 'NAICS Code of Process Involved': '311611'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2021', 'NAICS Code of Process Involved': '311513'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2014', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2018', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2022', 'NAICS Code of Process Involved': '32512'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 1998', 'NAICS Code of Process Involved': '311615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2000', 'NAICS Code of Process Involved': '42291'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2020', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 1997', 'NAICS Code of Process Involved': '42291'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2016', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2022', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2014', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2022', 'NAICS Code of Process Involved': '311412'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2015', 'NAICS Code of Process Involved': '42459'}]"
1E+11,Yes,2,"[{'Date of Accident': 'July 2019', 'NAICS Code of Process Involved': '32532'}, {'Date of Accident': 'September 2016', 'NAICS Code of Process Involved': '32532'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2018', 'NAICS Code of Process Involved': '31212'}]"
1E+11,Yes,2,"[{'Date of Accident': 'February 2019', 'NAICS Code of Process Involved': '311513'}, {'Date of Accident': 'August 2013', 'NAICS Code of Process Involved': '311513'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2020', 'NAICS Code of Process Involved': '311513'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2020', 'NAICS Code of Process Involved': '311513'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2001', 'NAICS Code of Process Involved': '11199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2005', 'NAICS Code of Process Involved': '325188'}]"
1E+11,Yes,2,"[{'Date of Accident': 'July 2024', 'NAICS Code of Process Involved': '42491'}, {'Date of Accident': 'September 2018', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2002', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2002', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2000', 'NAICS Code of Process Involved': '42291'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 1995', 'NAICS Code of Process Involved': '32592'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2006', 'NAICS Code of Process Involved': '31151'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2001', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2024', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2024', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2014', 'NAICS Code of Process Involved': '11115'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2024', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2002', 'NAICS Code of Process Involved': '334412'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2021', 'NAICS Code of Process Involved': '311611'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2021', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,2,"[{'Date of Accident': 'May 2022', 'NAICS Code of Process Involved': '42491'}, {'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,2,"[{'Date of Accident': 'February 1996', 'NAICS Code of Process Involved': '92711'}, {'Date of Accident': 'February 1995', 'NAICS Code of Process Involved': '92711'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2019', 'NAICS Code of Process Involved': '311615'}]"
1E+11,Yes,4,"[{'Date of Accident': 'February 2021', 'NAICS Code of Process Involved': '326299'}, {'Date of Accident': 'December 2020', 'NAICS Code of Process Involved': '326299'}, {'Date of Accident': 'June 2020', 'NAICS Code of Process Involved': '326299'}, {'Date of Accident': 'April 2017', 'NAICS Code of Process Involved': '326299'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2012', 'NAICS Code of Process Involved': '42441'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2022', 'NAICS Code of Process Involved': '32211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2024', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,2,"[{'Date of Accident': 'August 1998', 'NAICS Code of Process Involved': '32211'}, {'Date of Accident': 'October 1997', 'NAICS Code of Process Involved': '32211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2024', 'NAICS Code of Process Involved': '32513'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2018', 'NAICS Code of Process Involved': '311615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2023', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 1998', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2013', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2014', 'NAICS Code of Process Involved': '32615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2012', 'NAICS Code of Process Involved': '32532'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2015', 'NAICS Code of Process Involved': '32532'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2003', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2002', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,2,"[{'Date of Accident': 'June 2024', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'March 2022', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,2,"[{'Date of Accident': 'October 2022', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'March 2019', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,2,"[{'Date of Accident': 'January 2022', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'February 2018', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,2,"[{'Date of Accident': 'October 2002', 'NAICS Code of Process Involved': '32512'}, {'Date of Accident': 'April 2001', 'NAICS Code of Process Involved': '32512'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2000', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2009', 'NAICS Code of Process Involved': '311919'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2023', 'NAICS Code of Process Involved': '311611'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2019', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2021', 'NAICS Code of Process Involved': '311615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2015', 'NAICS Code of Process Involved': '32615'}]"
1E+11,Yes,2,"[{'Date of Accident': 'September 1997', 'NAICS Code of Process Involved': '32562'}, {'Date of Accident': 'June 1996', 'NAICS Code of Process Involved': '32562'}]"
1E+11,Yes,2,"[{'Date of Accident': 'February 2019', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'November 2015', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 1995', 'NAICS Code of Process Involved': '32519'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2024', 'NAICS Code of Process Involved': '311511'}]"
1E+11,Yes,2,"[{'Date of Accident': 'January 1997', 'NAICS Code of Process Involved': '31152'}, {'Date of Accident': 'October 1995', 'NAICS Code of Process Involved': '31152'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2020', 'NAICS Code of Process Involved': '32211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2020', 'NAICS Code of Process Involved': '11232'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2022', 'NAICS Code of Process Involved': '311615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2005', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2000', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,2,"[{'Date of Accident': 'July 1997', 'NAICS Code of Process Involved': '11232'}, {'Date of Accident': 'November 1996', 'NAICS Code of Process Involved': '11232'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2022', 'NAICS Code of Process Involved': '311211'}]"
1E+11,Yes,2,"[{'Date of Accident': 'August 1996', 'NAICS Code of Process Involved': '22131'}, {'Date of Accident': 'August 1995', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2017', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2011', 'NAICS Code of Process Involved': '311615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2021', 'NAICS Code of Process Involved': '42441'}]"
1E+11,Yes,2,"[{'Date of Accident': 'September 2018', 'NAICS Code of Process Involved': '334413'}, {'Date of Accident': 'October 2016', 'NAICS Code of Process Involved': '334413'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2020', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2021', 'NAICS Code of Process Involved': '42471'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2015', 'NAICS Code of Process Involved': '32519'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2023', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2021', 'NAICS Code of Process Involved': '311119'}]"
1E+11,Yes,2,"[{'Date of Accident': 'February 2022', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'February 2022', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2018', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2013', 'NAICS Code of Process Involved': '42469'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2007', 'NAICS Code of Process Involved': '115112'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2020', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2007', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2011', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2013', 'NAICS Code of Process Involved': '11199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2019', 'NAICS Code of Process Involved': '22121'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2022', 'NAICS Code of Process Involved': '31141'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 1999', 'NAICS Code of Process Involved': '332813'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2016', 'NAICS Code of Process Involved': '42491'}]"
